GEOID10,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,POPULATION,MEDAGE,MEDHHINC,MEDHOUSING,PCPREWAR,MEDYRBUILT,DENSITY
36047018600,36,047,018600,1400000US36047018600,2072,39,68021,1392,82.7,NA,47466.390136036374
36047019000,36,047,019000,1400000US36047019000,5134,32,45132,1192,55.9,NA,62446.86540836789
36047019100,36,047,019100,1400000US36047019100,2902,29,78750,2092,69.5,NA,29613.857788459645
36047019500,36,047,019500,1400000US36047019500,4188,35,84187,1653,52.9,NA,79162.09737193568
36047020100,36,047,020100,1400000US36047020100,3886,33,84844,1956,75.3,NA,57388.246985100835
36047020500,36,047,020500,1400000US36047020500,2747,34,78000,1869,72.5,NA,44547.32007187983
36047020600,36,047,020600,1400000US36047020600,2706,40,89743,1284,69.7,NA,40999.330345965296
36047021200,36,047,021200,1400000US36047021200,5176,35,35330,1148,59.5,NA,70248.7404589353
36047021600,36,047,021600,1400000US36047021600,4458,25,35682,1399,59.1,NA,68654.44055702887
36047021900,36,047,021900,1400000US36047021900,3617,33,55758,1335,71.8,NA,63707.430930246795
36047022200,36,047,022200,1400000US36047022200,4524,21,35094,1324,60.1,NA,66504.93638468873
36047022900,36,047,022900,1400000US36047022900,3780,31,51645,1740,68.3,NA,56975.153871223054
36047023100,36,047,023100,1400000US36047023100,3506,30,77039,1659,62.7,NA,56961.734402248236
36081000700,36,081,000700,1400000US36081000700,5815,36,93670,1988,49.4,1943,27632.17756332046
36081001000,36,081,001000,1400000US36081001000,3884,33,61900,1520,58.4,NA,62382.25797489706
36081001900,36,081,001900,1400000US36081001900,1655,34,117788,2532,30.1,2002,4938.664781728544
36081002400,36,081,002400,1400000US36081002400,2278,36,60506,1478,60.9,NA,41578.231753123655
36081002600,36,081,002600,1400000US36081002600,2467,33,73971,1297,82.6,NA,43163.550604607175
36081003300,36,081,003300,1400000US36081003300,2806,32,54025,1703,38,1957,14277.92435015118
36081003700,36,081,003700,1400000US36081003700,0,NA,NA,NA,NA,NA,0
36081004001,36,081,004001,1400000US36081004001,2228,35,67667,1459,38.4,1950,33108.19351433227
36081004401,36,081,004401,1400000US36081004401,3716,32,53333,1521,21.6,1956,36896.28295188806
36081004500,36,081,004500,1400000US36081004500,3533,49,71290,836,3.2,1956,41522.264895132816
36081005200,36,081,005200,1400000US36081005200,2746,30,51620,1558,38.3,1954,54453.839336028424
36081005900,36,081,005900,1400000US36081005900,4174,33,66875,1674,53.3,NA,56835.12913096052
36081006300,36,081,006300,1400000US36081006300,5434,33,60633,1385,54,NA,66229.62872053571
36081006900,36,081,006900,1400000US36081006900,4649,36,46558,1532,28.8,1966,57125.49263446548
36081007500,36,081,007500,1400000US36081007500,4325,39,67969,1412,30.5,1950,86679.65194109772
36081007900,36,081,007900,1400000US36081007900,3425,35,45886,1631,37.6,1957,55265.42666857723
36081008500,36,081,008500,1400000US36081008500,1138,31,34904,1415,46,1942,10794.620442126545
36081009100,36,081,009100,1400000US36081009100,2863,38,65809,1674,29.8,1989,39795.92894289134
36081009400,36,081,009400,1400000US36081009400,2962,37,51458,1487,55.8,NA,44166.50041451732
36081009800,36,081,009800,1400000US36081009800,2818,37,50114,1433,59.7,NA,53764.51137744842
36081009900,36,081,009900,1400000US36081009900,0,NA,NA,NA,NA,NA,0
36081012500,36,081,012500,1400000US36081012500,1829,35,57593,1488,46.1,1943,29053.15611871278
36081013400,36,081,013400,1400000US36081013400,5920,37,61105,1411,24.7,1950,80356.84541528657
36081013800,36,081,013800,1400000US36081013800,3600,35,57917,1337,36.2,1945,54926.286273077516
36081014201,36,081,014201,1400000US36081014201,4452,30,56780,1540,51.1,NA,54670.06100145558
36081014300,36,081,014300,1400000US36081014300,4057,36,57056,1370,44.7,1942,76975.23417285687
36081014800,36,081,014800,1400000US36081014800,2200,37,57902,1501,74.2,NA,36279.884881825594
36081015300,36,081,015300,1400000US36081015300,2159,33,51144,1564,37.5,1948,45974.102327569904
36047024000,36,047,024000,1400000US36047024000,4471,25,26823,1409,44.2,1940,68216.6016577222
36047024100,36,047,024100,1400000US36047024100,2375,32,60815,1765,47.1,1941,34132.683183974696
36047024500,36,047,024500,1400000US36047024500,3855,34,51605,1315,67.1,NA,59840.956433661566
36047024600,36,047,024600,1400000US36047024600,3195,36,45417,1376,55.7,NA,47865.63894030541
36047025100,36,047,025100,1400000US36047025100,3522,31,27125,788,44.6,1951,65867.59768645884
36047025500,36,047,025500,1400000US36047025500,5270,28,22500,605,9.6,1950,98454.4794604537
